Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
Average,RHT,12.675,9.225,10.626,0.819,1.318,-5.218
2013-01-01_2014-01-01,ANF,-31.313,-22.953,25.042,-1.022,-1.015,-41.364
Average,ANF,-31.313,-22.953,25.042,-1.022,-1.015,-41.364
2016-01-01_2017-01-01,ARG,3.995,3.995,1.973,2.349,6.094,-0.333
Average,ARG,3.995,3.995,1.973,2.349,6.094,-0.333
2011-01-01_2012-01-01,MEE,14.013,14.013,26.737,0.890,1.463,-9.684
Average,MEE,14.013,14.013,26.737,0.890,1.463,-9.684
2022-01-01_2023-01-01,XLNX,19.533,19.533,45.134,2.848,4.487,-9.702
Average,XLNX,19.533,19.533,45.134,2.848,4.487,-9.702
2005-01-01_2006-01-01,AAPL,28.824,19.340,19.195,0.862,1.249,-17.583
2006-01-01_2007-01-01,AAPL,-2.251,-1.581,13.379,-0.274,-0.370,-18.433
2008-01-01_2009-01-01,AAPL,-24.422,-17.622,34.122,-0.483,-0.600,-34.014
Average,AAPL,0.717,0.046,22.232,0.035,0.093,-23.344
2007-01-01_2008-01-01,JNPR,32.556,21.676,20.782,0.905,1.357,-19.186
Average,JNPR,32.556,21.676,20.782,0.905,1.357,-19.186
2013-01-01_2014-01-01,WHR,52.367,33.957,16.733,1.653,2.862,-5.541
Average,WHR,52.367,33.957,16.733,1.653,2.862,-5.541
2015-01-01_2016-01-01,LUV,5.548,3.820,17.657,0.134,0.154,-19.063
Average,LUV,5.548,3.820,17.657,0.134,0.154,-19.063
2010-01-01_2011-01-01,BDK,7.620,7.620,10.331,2.746,7.205,-1.756
Average,BDK,7.620,7.620,10.331,2.746,7.205,-1.756
2004-01-01_2005-01-01,NOVL,75.660,47.703,29.200,1.380,2.125,-15.171
Average,NOVL,75.660,47.703,29.200,1.380,2.125,-15.171
2021-01-01_2022-01-01,TPR,1.188,0.828,19.947,-0.008,-0.010,-20.539
Average,TPR,1.188,0.828,19.947,-0.008,-0.010,-20.539
