Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2010-01-01_2011-01-01,BDK,10.386,10.386,15.703,3.455,11.805,-1.797
Average,BDK,10.386,10.386,15.703,3.455,11.805,-1.797
2009-01-01_2010-01-01,AYE,130.807,88.318,134.046,0.759,16.389,-8.899
2010-01-01_2011-01-01,AYE,-8.550,-6.578,23.245,-0.302,-0.382,-27.682
Average,AYE,61.129,40.870,78.646,0.228,8.003,-18.291
2009-01-01_2010-01-01,XOM,-12.863,-9.895,12.190,-1.014,-1.357,-16.303
Average,XOM,-12.863,-9.895,12.190,-1.014,-1.357,-16.303
2009-01-01_2010-01-01,APOL,-26.662,-20.916,24.889,-0.902,-0.977,-32.583
Average,APOL,-26.662,-20.916,24.889,-0.902,-0.977,-32.583
2014-01-01_2015-01-01,BIIB,-12.201,-9.378,13.611,-0.855,-1.160,-19.840
Average,BIIB,-12.201,-9.378,13.611,-0.855,-1.160,-19.840
Average,All,3.680,2.109,20.050,-0.251,0.008,-19.438
