,datetime,equity
183,2022-09-26,100000.0
184,2022-09-27,100000.0
185,2022-09-28,100000.0
186,2022-09-29,100000.0
187,2022-09-30,100000.0
188,2022-10-03,100000.0
189,2022-10-04,100000.0
190,2022-10-05,100000.0
191,2022-10-06,100000.0
192,2022-10-07,100000.0
193,2022-10-10,100000.0
194,2022-10-11,100000.0
195,2022-10-12,100000.0
196,2022-10-13,100000.0
197,2022-10-14,100000.0
198,2022-10-17,99997.9028
199,2022-10-18,100403.92596132812
200,2022-10-19,100403.92596132812
201,2022-10-20,100403.92596132812
202,2022-10-21,100403.92596132812
203,2022-10-24,100403.92596132812
204,2022-10-25,100403.92596132812
205,2022-10-26,100403.92596132812
206,2022-10-27,100403.92596132812
207,2022-10-28,100403.92596132812
208,2022-10-31,100403.92596132812
209,2022-11-01,100403.92596132812
210,2022-11-02,100403.92596132812
211,2022-11-03,100401.59356132812
212,2022-11-04,103740.31108808593
213,2022-11-07,103740.31108808593
214,2022-11-08,103740.31108808593
215,2022-11-09,103740.31108808593
216,2022-11-10,103740.31108808593
217,2022-11-11,103740.31108808593
218,2022-11-14,103740.31108808593
219,2022-11-15,103740.31108808593
220,2022-11-16,103740.31108808593
221,2022-11-17,103740.31108808593
222,2022-11-18,103740.31108808593
223,2022-11-21,103740.31108808593
224,2022-11-22,103740.31108808593
225,2022-11-23,103740.31108808593
226,2022-11-25,103740.31108808593
227,2022-11-28,103740.31108808593
228,2022-11-29,103740.31108808593
229,2022-11-30,103740.31108808593
230,2022-12-01,103740.31108808593
231,2022-12-02,103740.31108808593
232,2022-12-05,103740.31108808593
233,2022-12-06,103740.31108808593
234,2022-12-07,103740.31108808593
235,2022-12-08,103740.31108808593
236,2022-12-09,103740.31108808593
237,2022-12-12,103740.31108808593
238,2022-12-13,103740.31108808593
239,2022-12-14,103740.31108808593
240,2022-12-15,103740.31108808593
241,2022-12-16,103740.31108808593
242,2022-12-19,103740.31108808593
243,2022-12-20,103740.31108808593
244,2022-12-21,103740.31108808593
245,2022-12-22,103740.31108808593
246,2022-12-23,103740.31108808593
247,2022-12-27,103740.31108808593
248,2022-12-28,103740.31108808593
249,2022-12-29,103740.31108808593
250,2022-12-30,103740.31108808593
251,2023-01-03,103740.31108808593
252,2023-01-04,103740.31108808593
253,2023-01-05,103740.31108808593
254,2023-01-06,103740.31108808593
255,2023-01-09,103740.31108808593
256,2023-01-10,103740.31108808593
257,2023-01-11,103740.31108808593
258,2023-01-12,103740.31108808593
259,2023-01-13,103740.31108808593
260,2023-01-17,103740.31108808593
261,2023-01-18,103740.31108808593
262,2023-01-19,103740.31108808593
263,2023-01-20,103740.31108808593
264,2023-01-23,103740.31108808593
265,2023-01-24,103740.31108808593
266,2023-01-25,103740.31108808593
267,2023-01-26,103740.31108808593
268,2023-01-27,103740.31108808593
269,2023-01-30,103740.31108808593
270,2023-01-31,103740.31108808593
271,2023-02-01,103740.31108808593
272,2023-02-02,103740.31108808593
273,2023-02-03,103740.31108808593
274,2023-02-06,103740.31108808593
275,2023-02-07,103740.31108808593
276,2023-02-08,103740.31108808593
277,2023-02-09,103740.31108808593
278,2023-02-10,103740.31108808593
279,2023-02-13,103740.31108808593
280,2023-02-14,103740.31108808593
281,2023-02-15,103740.31108808593
282,2023-02-16,103740.31108808593
283,2023-02-17,103740.31108808593
284,2023-02-21,103740.31108808593
285,2023-02-22,103740.31108808593
286,2023-02-23,103740.31108808593
287,2023-02-24,103740.31108808593
288,2023-02-27,103740.31108808593
289,2023-02-28,103740.31108808593
290,2023-03-01,103740.31108808593
291,2023-03-02,103740.31108808593
292,2023-03-03,103740.31108808593
293,2023-03-06,103740.31108808593
294,2023-03-07,103740.31108808593
295,2023-03-08,103740.31108808593
296,2023-03-09,103740.31108808593
297,2023-03-10,103740.31108808593
298,2023-03-13,103740.31108808593
299,2023-03-14,103740.31108808593
300,2023-03-15,103740.31108808593
301,2023-03-16,103740.31108808593
302,2023-03-17,103740.31108808593
303,2023-03-20,103740.31108808593
304,2023-03-21,103740.31108808593
305,2023-03-22,103740.31108808593
306,2023-03-23,103740.31108808593
307,2023-03-24,103740.31108808593
308,2023-03-27,103740.31108808593
309,2023-03-28,103740.31108808593
310,2023-03-29,103740.31108808593
311,2023-03-30,103740.31108808593
312,2023-03-31,103740.31108808593
313,2023-04-03,103740.31108808593
314,2023-04-04,103740.31108808593
315,2023-04-05,103740.31108808593
316,2023-04-06,103740.31108808593
317,2023-04-10,103740.31108808593
318,2023-04-11,103740.31108808593
319,2023-04-12,103740.31108808593
320,2023-04-13,103740.31108808593
321,2023-04-14,103740.31108808593
322,2023-04-17,103740.31108808593
323,2023-04-18,103740.31108808593
324,2023-04-19,103740.31108808593
325,2023-04-20,103740.31108808593
326,2023-04-21,103740.31108808593
327,2023-04-24,103740.31108808593
328,2023-04-25,103740.31108808593
329,2023-04-26,103740.31108808593
330,2023-04-27,103740.31108808593
331,2023-04-28,103740.31108808593
332,2023-05-01,103740.31108808593
333,2023-05-02,103740.31108808593
334,2023-05-03,103740.31108808593
335,2023-05-04,103740.31108808593
336,2023-05-05,103740.31108808593
337,2023-05-08,103740.31108808593
338,2023-05-09,103740.31108808593
339,2023-05-10,103740.31108808593
340,2023-05-11,103740.31108808593
341,2023-05-12,103740.31108808593
342,2023-05-15,103740.31108808593
343,2023-05-16,103740.31108808593
344,2023-05-17,103740.31108808593
345,2023-05-18,103740.31108808593
346,2023-05-19,103740.31108808593
347,2023-05-22,103740.31108808593
348,2023-05-23,103740.31108808593
349,2023-05-24,103740.31108808593
350,2023-05-25,103740.31108808593
351,2023-05-26,103740.31108808593
352,2023-05-30,103740.31108808593
353,2023-05-31,103740.31108808593
354,2023-06-01,103740.31108808593
355,2023-06-02,103740.31108808593
356,2023-06-05,103740.31108808593
357,2023-06-06,103740.31108808593
358,2023-06-07,103740.31108808593
359,2023-06-08,103740.31108808593
360,2023-06-09,103740.31108808593
361,2023-06-12,103740.31108808593
362,2023-06-13,103740.31108808593
363,2023-06-14,103740.31108808593
364,2023-06-15,103740.31108808593
365,2023-06-16,103740.31108808593
366,2023-06-20,103740.31108808593
367,2023-06-21,103740.31108808593
368,2023-06-22,103740.31108808593
369,2023-06-23,103740.31108808593
370,2023-06-26,103740.31108808593
371,2023-06-27,103740.31108808593
372,2023-06-28,103740.31108808593
373,2023-06-29,103740.31108808593
374,2023-06-30,103740.31108808593
375,2023-07-03,103740.31108808593
376,2023-07-05,103740.31108808593
377,2023-07-06,103740.31108808593
378,2023-07-07,103740.31108808593
379,2023-07-10,103740.31108808593
380,2023-07-11,103740.31108808593
381,2023-07-12,103740.31108808593
382,2023-07-13,103740.31108808593
383,2023-07-14,103740.31108808593
384,2023-07-17,103740.31108808593
385,2023-07-18,103740.31108808593
386,2023-07-19,103740.31108808593
387,2023-07-20,103740.31108808593
388,2023-07-21,103740.31108808593
389,2023-07-24,103740.31108808593
390,2023-07-25,103740.31108808593
391,2023-07-26,103740.31108808593
392,2023-07-27,103740.31108808593
393,2023-07-28,103740.31108808593
394,2023-07-31,103740.31108808593
395,2023-08-01,103740.31108808593
396,2023-08-02,103740.31108808593
397,2023-08-03,103740.31108808593
398,2023-08-04,103740.31108808593
399,2023-08-07,103740.31108808593
400,2023-08-08,103740.31108808593
401,2023-08-09,103740.31108808593
402,2023-08-10,103740.31108808593
403,2023-08-11,103740.31108808593
404,2023-08-14,103740.31108808593
405,2023-08-15,103740.31108808593
406,2023-08-16,103740.31108808593
407,2023-08-17,103740.31108808593
408,2023-08-18,103740.31108808593
409,2023-08-21,103740.31108808593
410,2023-08-22,103740.31108808593
411,2023-08-23,103740.31108808593
412,2023-08-24,103740.31108808593
413,2023-08-25,103740.31108808593
414,2023-08-28,103740.31108808593
415,2023-08-29,103740.31108808593
416,2023-08-30,103740.31108808593
417,2023-08-31,103740.31108808593
418,2023-09-01,103740.31108808593
419,2023-09-05,103740.31108808593
420,2023-09-06,103740.31108808593
421,2023-09-07,103740.31108808593
422,2023-09-08,103740.31108808593
423,2023-09-11,103740.31108808593
424,2023-09-12,103740.31108808593
425,2023-09-13,103740.31108808593
426,2023-09-14,103740.31108808593
427,2023-09-15,103740.31108808593
428,2023-09-18,103740.31108808593
429,2023-09-19,103740.31108808593
430,2023-09-20,103740.31108808593
431,2023-09-21,103740.31108808593
432,2023-09-22,103740.31108808593
433,2023-09-25,103740.31108808593
434,2023-09-26,103740.31108808593
435,2023-09-27,103740.31108808593
436,2023-09-28,103740.31108808593
437,2023-09-29,103740.31108808593
438,2023-10-02,103740.31108808593
439,2023-10-03,103740.31108808593
440,2023-10-04,103740.31108808593
441,2023-10-05,103740.31108808593
442,2023-10-06,103740.31108808593
443,2023-10-09,103740.31108808593
444,2023-10-10,103740.31108808593
445,2023-10-11,103740.31108808593
446,2023-10-12,103740.31108808593
447,2023-10-13,103740.31108808593
448,2023-10-16,103740.31108808593
449,2023-10-17,103740.31108808593
450,2023-10-18,103740.31108808593
451,2023-10-19,103740.31108808593
452,2023-10-20,103740.31108808593
453,2023-10-23,103740.31108808593
454,2023-10-24,103740.31108808593
455,2023-10-25,103740.31108808593
456,2023-10-26,103740.31108808593
457,2023-10-27,103740.31108808593
458,2023-10-30,103740.31108808593
459,2023-10-31,103740.31108808593
460,2023-11-01,103740.31108808593
461,2023-11-02,103740.31108808593
462,2023-11-03,103740.31108808593
463,2023-11-06,103740.31108808593
464,2023-11-07,103740.31108808593
465,2023-11-08,103740.31108808593
466,2023-11-09,103740.31108808593
467,2023-11-10,103740.31108808593
468,2023-11-13,103740.31108808593
469,2023-11-14,103740.31108808593
470,2023-11-15,103740.31108808593
471,2023-11-16,103740.31108808593
472,2023-11-17,103740.31108808593
473,2023-11-20,103740.31108808593
474,2023-11-21,103740.31108808593
475,2023-11-22,103740.31108808593
476,2023-11-24,103740.31108808593
477,2023-11-27,103740.31108808593
478,2023-11-28,103740.31108808593
479,2023-11-29,103740.31108808593
480,2023-11-30,103740.31108808593
481,2023-12-01,103740.31108808593
482,2023-12-04,103740.31108808593
483,2023-12-05,103740.31108808593
484,2023-12-06,103740.31108808593
485,2023-12-07,103740.31108808593
486,2023-12-08,103740.31108808593
487,2023-12-11,103740.31108808593
488,2023-12-12,103740.31108808593
489,2023-12-13,103740.31108808593
490,2023-12-14,103740.31108808593
491,2023-12-15,103740.31108808593
492,2023-12-18,103740.31108808593
493,2023-12-19,103740.31108808593
494,2023-12-20,103740.31108808593
495,2023-12-21,103740.31108808593
496,2023-12-22,103740.31108808593
497,2023-12-26,103740.31108808593
498,2023-12-27,103740.31108808593
499,2023-12-28,103740.31108808593
500,2023-12-29,103740.31108808593
