Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2020-01-01_2021-01-01,STT,31.749,21.033,17.876,0.991,1.451,-14.091
Average,STT,31.749,21.033,17.876,0.991,1.451,-14.091
2009-01-01_2010-01-01,XOM,-13.593,-9.645,10.166,-1.238,-1.524,-14.366
Average,XOM,-13.593,-9.645,10.166,-1.238,-1.524,-14.366
2010-01-01_2011-01-01,BDK,12.477,12.477,14.900,3.187,9.753,-2.575
Average,BDK,12.477,12.477,14.900,3.187,9.753,-2.575
2020-01-01_2021-01-01,TGT,7.965,5.449,11.771,0.258,0.365,-7.924
Average,TGT,7.965,5.449,11.771,0.258,0.365,-7.924
2005-01-01_2006-01-01,AMD,29.857,20.007,14.751,1.109,1.760,-6.659
2010-01-01_2011-01-01,AMD,-23.296,-16.901,18.999,-1.034,-1.283,-34.169
Average,AMD,3.280,1.553,16.875,0.037,0.239,-20.414
2018-01-01_2019-01-01,DLTR,-24.405,-17.653,19.799,-1.024,-1.070,-33.178
Average,DLTR,-24.405,-17.653,19.799,-1.024,-1.070,-33.178
2014-01-01_2015-01-01,DAL,22.371,15.045,15.008,0.811,1.258,-15.554
Average,DAL,22.371,15.045,15.008,0.811,1.258,-15.554
2005-01-01_2006-01-01,KMG,47.576,31.215,29.661,0.964,1.422,-20.977
Average,KMG,47.576,31.215,29.661,0.964,1.422,-20.977
2019-01-01_2020-01-01,SBUX,4.627,3.190,7.846,0.062,0.088,-12.487
Average,SBUX,4.627,3.190,7.846,0.062,0.088,-12.487
2020-01-01_2021-01-01,TIF,-7.063,-4.944,8.130,-0.946,-0.943,-11.930
Average,TIF,-7.063,-4.944,8.130,-0.946,-0.943,-11.930
2013-01-01_2014-01-01,WHR,-3.141,-2.191,11.408,-0.397,-0.604,-12.233
Average,WHR,-3.141,-2.191,11.408,-0.397,-0.604,-12.233
2007-01-01_2008-01-01,APCC,0.123,0.123,0.641,-3.359,-5.996,-0.108
Average,APCC,0.123,0.123,0.641,-3.359,-5.996,-0.108
2015-01-01_2016-01-01,AABA,-18.013,-12.879,14.429,-1.088,-1.376,-29.337
Average,AABA,-18.013,-12.879,14.429,-1.088,-1.376,-29.337
2018-01-01_2019-01-01,ALGN,-23.306,-16.824,16.973,-1.174,-1.431,-25.890
2020-01-01_2021-01-01,ALGN,23.875,15.977,20.369,0.683,1.060,-17.784
2021-01-01_2022-01-01,ALGN,7.538,5.204,18.190,0.205,0.350,-17.167
Average,ALGN,2.702,1.453,18.510,-0.095,-0.007,-20.280
2013-01-01_2014-01-01,THC,15.069,10.235,18.283,0.463,0.628,-10.708
Average,THC,15.069,10.235,18.283,0.463,0.628,-10.708
2008-01-01_2009-01-01,CNX,-35.910,-26.508,42.589,-0.573,-0.714,-58.283
Average,CNX,-35.910,-26.508,42.589,-0.573,-0.714,-58.283
2016-01-01_2017-01-01,GAS,1.813,1.813,3.168,-0.087,-0.135,-1.240
Average,GAS,1.813,1.813,3.168,-0.087,-0.135,-1.240
2019-01-01_2020-01-01,ULTA,-25.661,-18.605,25.998,-0.751,-0.752,-35.309
Average,ULTA,-25.661,-18.605,25.998,-0.751,-0.752,-35.309
2023-01-01_2024-01-01,RCL,65.565,42.324,16.473,2.045,4.205,-13.305
Average,RCL,65.565,42.324,16.473,2.045,4.205,-13.305
2014-01-01_2015-01-01,BIIB,10.248,7.008,12.956,0.358,0.622,-9.340
Average,BIIB,10.248,7.008,12.956,0.358,0.622,-9.340
